Record ID,Company Name,Industry,Carbon Emissions (MT),Water Usage (m^3),Energy Consumption (MWh),Waste Generation (MT),Recycling Rate (%),Supply Chain Sustainability Score,Employee Transportation Mode,Renewable Energy Use (%),Sustainability Training,Community Engagement Score,Sustainability Reporting Frequency,Eco-friendly Product Lines (%),Investment in Sustainability (USD),Third-party Sustainability Certification,Customer Feedback Score on Sustainability,Sustainable Packaging Initiatives,Likelihood of Achieving Sustainability Goals,Sustainability_Goals_Segment,Engagement Impact Score,Unrenewable Energy (MWh),Energy Tax,Carbon Tax,Carbon Emissions relative to industry average (%),Water Usage relative to industry average (%),Energy Consumption relative to industry average (%),Waste Generation relative to industry average (%),Energy Tax difference from industry average ($),Carbon Tax difference from industry average ($),Renew-Energy difference from industry (%),Recycling Rate difference from industry (%),Eco-friendly Product Lines difference from industry (%),Sustainable Packaging Initiatives difference from industry,Investment amount difference from industry average ($)
4617.0,Company_4617,Automobile,32644.0,752294.0,32799.0,9617.0,20.5,69.0,Public Transport,16.32,Yes,92.0,Annually,10.63,535040.0,Yes,66.0,2.0,0.05,Low,72.0,27446.203200000004,6087.567869760001,1632.2,28.026437585754543,50.17973132247052,27.983201729418116,-25.556526577434287,2951.443162034683,357.3070710245129,-28.407196731615336,-28.734173475801384,-33.41550597108736,-0.9981143934632306,-1986364.4611707213
4624.0,Company_4624,Automobile,15718.0,773122.0,17897.0,14067.0,64.79,67.0,Walking,14.77,Yes,82.0,Quarterly,16.21,3356458.0,No,84.0,4.0,0.96,High,102.0,15253.6131,3383.2513855800003,785.9,-38.35560758568528,54.337605031398695,-30.165085479697673,8.890125884915454,247.12667785468284,-488.9929289754872,-29.957196731615337,15.555826524198622,-27.835505971087365,1.0018856065367694,835053.5388292787
4628.0,Company_4628,Automobile,24382.0,725931.0,16580.0,11388.0,54.62,54.0,Bike,11.16,No,70.0,Bi-annually,11.52,2918541.0,No,61.0,2.0,0.12,Low,87.0,14729.671999999999,3267.0412496,1219.1,-4.376283506437102,44.91691086018544,-35.3040798599423,-11.847532979496894,130.91654187468248,-55.79292897548726,-33.56719673161534,5.385826524198613,-32.52550597108737,-0.9981143934632306,397136.53882927867
4630.0,Company_4630,Automobile,29878.0,810702.0,31863.0,5618.0,28.12,78.0,Car,67.82,Yes,85.0,Bi-annually,26.77,4885760.0,No,58.0,2.0,0.37,Low,68.0,10253.513400000002,2274.2292721200006,1493.9,17.178467779290962,61.839664469727914,24.330886816806903,-56.51206886888072,-861.8954356053168,219.00707102451292,23.092803268384657,-21.114173475801383,-17.275505971087366,-0.9981143934632306,2364355.5388292787
4645.0,Company_4645,Automobile,23550.0,953468.0,8965.0,12209.0,48.21,68.0,Walking,17.42,Yes,63.0,Bi-annually,55.69,3689362.0,Yes,62.0,2.0,0.83,High,98.0,7403.297,1642.0512746,1177.5,-7.6393026239272315,90.33990443174254,-65.01815898337652,-5.492319120712819,-1494.0734331253175,-97.39292897548717,-27.307196731615335,-1.0241734758013834,11.644494028912632,-0.9981143934632306,1167957.5388292787
4650.0,Company_4650,Automobile,27453.0,993354.0,22409.0,4645.0,54.79,86.0,Public Transport,59.14,No,92.0,Quarterly,31.72,218947.0,Yes,50.0,7.0,0.75,High,54.0,9156.3174,2030.87119932,1372.65,7.667865183241007,98.30230844337636,-12.55905461890513,-64.04388748592932,-1105.2535084053175,97.75707102451292,14.412803268384664,5.555826524198615,-12.325505971087367,4.001885606536769,-2302457.4611707213
4655.0,Company_4655,Automobile,18386.0,647789.0,27324.0,15145.0,42.32,98.0,Bike,53.85,No,87.0,Annually,21.87,174375.0,No,90.0,4.0,0.84,High,103.0,12610.025999999998,2796.903766799999,919.3,-27.891983781041446,29.317498177111418,6.619500718150574,17.23473068365995,-339.22094092531825,-355.5929289754872,9.122803268384665,-6.914173475801384,-22.175505971087365,1.0018856065367694,-2347029.4611707213
4660.0,Company_4660,Automobile,26555.0,557148.0,7412.0,2650.0,28.8,40.0,Bike,79.51,Yes,64.0,Quarterly,30.62,3779313.0,Yes,67.0,7.0,0.66,High,105.0,1518.7187999999996,336.85182983999994,1327.75,4.146000799219209,11.222922084785742,-71.07803618346757,-79.48682493815127,-2799.2728778853175,52.857071024512834,34.78280326838467,-20.434173475801384,-13.425505971087365,4.001885606536769,1257908.5388292787
4665.0,Company_4665,Automobile,31437.0,456210.0,31500.0,10037.0,49.44,63.0,Public Transport,50.17,No,31.0,Bi-annually,42.75,1406161.0,No,70.0,4.0,0.82,High,225.99999999999997,15696.45,3481.47261,1571.85,23.292706726607204,-8.927234263965584,22.914444174416012,-22.30538185065071,345.3479022746824,296.95707102451274,5.442803268384665,0.20582652419861347,-1.2955059710873655,1.0018856065367694,-1115243.4611707213
4670.0,Company_4670,Automobile,27442.0,287614.0,25394.0,1523.0,20.14,56.0,Public Transport,38.65,Yes,68.0,Bi-annually,17.96,3555630.0,Yes,52.0,5.0,0.28,Low,76.0,15579.219000000001,3455.4707742000005,1372.1,7.624724305485729,-42.583892408312394,-0.9114477661866605,-88.21072995502053,319.3460664746831,97.20707102451274,-6.077196731615338,-29.094173475801384,-26.085505971087365,2.0018856065367694,1034225.5388292787
4673.0,Company_4673,Automobile,40586.0,394817.0,7029.0,3886.0,66.19,52.0,Walking,37.75,Yes,98.0,Quarterly,65.12,942255.0,Yes,75.0,2.0,0.98,High,77.0,4375.5525,970.4975444999999,2029.3,59.174151325065374,-21.18306010476776,-72.5725197427946,-69.9191704564739,-2165.6271632253174,754.4070710245128,-6.9771967316153365,16.955826524198613,21.07449402891264,-0.9981143934632306,-1579149.4611707213
4679.0,Company_4679,Automobile,22996.0,20653.0,1191.0,21084.0,34.26,88.0,Bike,71.59,No,74.0,Annually,66.61,781059.0,No,60.0,2.0,0.23,Low,81.0,338.3631,75.04893557999999,1149.8,-9.81203410360215,-95.87706137360794,-95.35266339645302,63.20746528453526,-3061.0757721453174,-125.09292897548721,26.862803268384667,-14.974173475801386,22.564494028912634,-0.9981143934632306,-1740345.4611707213
4680.0,Company_4680,Automobile,30172.0,493203.0,17533.0,5760.0,55.01,54.0,Car,19.07,Yes,64.0,Bi-annually,47.31,1462794.0,No,62.0,4.0,0.04,Low,97.0,14189.456900000001,3147.22154042,1508.6,18.331505784750217,-1.5423570739146832,-31.585430167935368,-55.412872318396744,11.09683269468269,233.70707102451274,-25.657196731615336,5.775826524198614,3.2644940289126367,1.0018856065367694,-1058610.4611707213
4688.0,Company_4688,Automobile,36979.0,605770.0,44515.0,22880.0,54.22,79.0,Public Transport,20.98,Yes,48.0,Bi-annually,28.45,2272114.0,No,90.0,4.0,0.94,High,188.0,35175.753,7801.982015399999,1848.95,45.027865319311886,20.929285416622978,73.69957087060726,77.10997940192405,4665.857307674682,574.0570710245129,-23.747196731615336,4.985826524198615,-15.595505971087366,1.0018856065367694,-249290.46117072133
4699.0,Company_4699,Automobile,4486.0,100111.0,8871.0,24424.0,57.45,80.0,Walking,30.24,Yes,76.0,Quarterly,45.33,3043785.0,No,82.0,4.0,0.91,High,108.0,6188.409600000001,1372.5892492800003,224.3,-82.40636567180202,-80.01493686986225,-65.38495129297637,89.0618066832427,-1763.535458445317,-1050.5929289754872,-14.487196731615338,8.215826524198619,1.2844940289126328,1.0018856065367694,522380.53882927867
4703.0,Company_4703,Automobile,29195.0,503086.0,18392.0,1493.0,28.6,77.0,Public Transport,38.77,Yes,64.0,Bi-annually,41.19,3056661.0,Yes,74.0,1.0,0.04,Low,115.99999999999999,11261.4216,2497.7833108799996,1459.75,14.499811460485965,0.4305767586826471,-28.233572785528278,-88.4429545783622,-638.3413968453178,184.85707102451283,-5.957196731615333,-20.634173475801383,-2.855505971087368,-1.9981143934632306,535256.5388292787
4706.0,Company_4706,Automobile,28223.0,433818.0,47560.0,23086.0,46.89,66.0,Bike,77.08,Yes,55.0,Annually,12.88,4219311.0,No,52.0,3.0,0.85,High,95.0,10900.752000000002,2417.7867936000002,1411.15,10.687726626110477,-13.397327796245198,85.58130047413415,78.7045884822036,-718.3379141253172,136.25707102451292,32.35280326838466,-2.3441734758013837,-31.165505971087363,0.0018856065367693908,1697906.5388292787
4710.0,Company_4710,Automobile,8826.0,977220.0,34456.0,10451.0,77.69,95.0,Bike,28.15,No,32.0,Bi-annually,41.7,4103032.0,Yes,75.0,2.0,0.19,Low,234.0,24756.635999999995,5491.021864799999,441.3,-65.38532844835592,95.08149346258861,34.44889169757708,-19.100682048535482,2354.8971570746817,-833.5929289754872,-16.577196731615338,28.455826524198613,-2.3455059710873627,-0.9981143934632306,1581627.5388292787
4728.0,Company_4728,Automobile,31057.0,472706.0,4875.0,888.0,75.52,82.0,Car,39.58,Yes,45.0,Quarterly,58.64,4436822.0,No,57.0,3.0,0.42,Medium,127.0,2945.475,653.3063549999999,1552.85,21.80238549506123,-5.634153569588819,-80.97752649681657,-93.12615114908617,-2482.8183527253177,277.95707102451274,-5.147196731615338,26.28582652419861,14.594494028912635,0.0018856065367693908,1915417.5388292787
4729.0,Company_4729,Automobile,42473.0,445723.0,32488.0,6140.0,76.81,46.0,Public Transport,76.73,Yes,76.0,Annually,44.84,4439543.0,Yes,82.0,2.0,0.49,Medium,108.0,7559.957599999999,1676.7985956799998,2123.65,66.57477280908445,-11.020744038573314,26.769665471061188,-52.471360422735415,-1459.3261120453176,848.7570710245129,32.00280326838467,27.575826524198618,0.7944940289126379,-0.9981143934632306,1918138.5388292787
4731.0,Company_4731,Automobile,41084.0,283847.0,34656.0,24989.0,69.85,80.0,Public Transport,48.53,No,93.0,Bi-annually,12.48,3466729.0,No,52.0,2.0,0.37,Low,56.00000000000001,17837.4432,3956.3449017600005,2054.2,61.12725651798614,-43.33589501353289,35.22930086693846,93.43537042284441,820.2201940346831,779.3070710245127,3.8028032683846646,20.61582652419861,-31.565505971087365,-0.9981143934632306,945324.5388292787
4747.0,Company_4747,Automobile,47119.0,804500.0,22895.0,1629.0,37.6,88.0,Car,71.08,No,42.0,Quarterly,40.35,2907143.0,No,84.0,0.0,0.88,High,200.0,6621.234,1468.5897012,2355.95,84.79591081372284,60.601565144647616,-10.662660337356996,-87.39020295254659,-1667.5350065253174,1081.0570710245127,26.352803268384662,-11.634173475801383,-3.695505971087364,-2.9981143934632306,385738.53882927867
4751.0,Company_4751,Automobile,8444.0,632594.0,21300.0,22041.0,68.27,58.0,Walking,63.47,Yes,82.0,Annually,71.95,3061964.0,No,80.0,5.0,0.18,Low,98.0,7780.89,1725.801402,422.2,-66.88349347585739,26.28413486776036,-16.886423463013937,70.61543076913497,-1410.3233057253174,-852.6929289754871,18.742803268384662,19.03582652419861,27.904494028912637,2.0018856065367694,540559.5388292787
4762.0,Company_4762,Automobile,10851.0,826018.0,26740.0,22885.0,46.79,62.0,Car,72.63,No,89.0,Annually,45.46,2785896.0,No,94.0,2.0,0.16,Low,106.0,7318.738000000001,1623.2960884000004,542.55,-57.44348504340698,64.89718289328967,4.3407059436153705,77.14868350581433,-1512.828619325317,-732.3429289754872,27.90280326838466,-2.444173475801385,1.4144940289126353,-0.9981143934632306,264491.53882927867
4768.0,Company_4768,Automobile,1362.0,103740.0,41802.0,9077.0,56.88,47.0,Public Transport,12.71,Yes,93.0,Bi-annually,13.43,2596701.0,Yes,78.0,2.0,0.56,Medium,84.0,36488.9658,8093.25261444,68.1,-94.65837495430101,-79.29048307258452,63.11332048822026,-29.73656979758459,4957.1279067146825,-1206.7929289754873,-32.017196731615336,7.645826524198618,-30.615505971087366,-0.9981143934632306,75296.53882927867
4780.0,Company_4780,Automobile,41525.0,314357.0,12643.0,14844.0,21.03,61.0,Bike,61.67,Yes,48.0,Annually,41.41,4927549.0,Yes,56.0,7.0,0.02,Low,117.0,4846.0619,1074.8565294199998,2076.25,62.85681352617502,-37.24521290966315,-50.6664343588209,14.90474362946506,-2061.2681783053176,801.3570710245128,16.942803268384665,-28.204173475801383,-2.635505971087369,4.001885606536769,2406144.5388292787
4784.0,Company_4784,Automobile,49352.0,578076.0,14185.0,11886.0,65.78,40.0,Bike,11.29,No,34.0,Annually,75.77,4411222.0,No,66.0,2.0,0.32,Low,194.0,12583.513500000001,2791.0232943000005,2467.6,93.5535089980443,15.400758698020278,-44.64947966304473,-7.992604232024945,-345.1014134253169,1192.7070710245127,-33.43719673161534,16.545826524198617,31.72449402891263,-0.9981143934632306,1889817.5388292787
4785.0,Company_4785,Automobile,16353.0,311865.0,48331.0,21993.0,31.75,67.0,Car,43.96,No,75.0,Bi-annually,34.5,4411782.0,No,88.0,6.0,0.23,Low,117.0,27084.692399999996,6007.3847743199985,817.65,-35.8652023698124,-37.74268848497759,88.58977782202223,70.24387137178827,2871.260066594681,-457.2429289754872,-0.7671967316153356,-17.484173475801384,-9.545505971087366,3.0018856065367694,1890377.5388292787
4796.0,Company_4796,Automobile,24897.0,474764.0,29196.0,22090.0,48.81,96.0,Walking,27.33,Yes,55.0,Bi-annually,77.35,117350.0,Yes,78.0,1.0,0.64,High,142.0,21216.7332,4705.87142376,1244.85,-2.356506047894534,-5.223316998963978,13.924130543373012,70.99473098725971,1569.7467160346823,-30.042928975487257,-17.397196731615338,-0.424173475801382,33.30449402891263,-1.9981143934632306,-2404054.4611707213
4811.0,Company_4811,Automobile,46860.0,336868.0,24350.0,16084.0,25.97,49.0,Public Transport,50.35,Yes,57.0,Bi-annually,65.25,2032320.0,No,50.0,4.0,0.67,High,88.0,12089.775,2681.512095,2343.0,83.78013923748492,-32.75136352125897,-4.98518363025302,24.50336139425465,-454.6126127253174,1068.1070710245128,5.622803268384665,-23.264173475801385,21.204494028912634,1.0018856065367694,-489084.46117072133
4816.0,Company_4816,Automobile,9296.0,522147.0,33831.0,6878.0,72.89,71.0,Walking,18.11,Yes,94.0,Quarterly,38.2,3665705.0,Yes,69.0,1.0,0.64,High,73.0,27704.205899999997,6144.792868619999,464.8,-63.54203639881221,4.235705948517486,32.0101130433228,-46.75863468853,3008.668160894682,-810.0929289754872,-26.617196731615337,23.655826524198616,-5.845505971087363,-1.9981143934632306,1144300.5388292787
4837.0,Company_4837,Automobile,10823.0,702875.0,7536.0,14810.0,58.51,47.0,Public Transport,25.24,Yes,49.0,Bi-annually,15.85,2635902.0,Yes,74.0,2.0,0.72,High,151.0,5633.9136,1249.60203648,541.15,-57.553298186784055,40.31426364331161,-70.59418249846352,14.641555723011152,-1886.5226712453175,-733.7429289754872,-19.487196731615338,9.275826524198614,-28.195505971087364,-0.9981143934632306,114497.53882927867
4842.0,Company_4842,Automobile,16799.0,931479.0,1782.0,9987.0,76.18,88.0,Public Transport,65.29,No,77.0,Quarterly,16.27,3515297.0,Yes,56.0,4.0,0.83,High,73.0,618.5321999999999,137.19044195999996,839.95,-34.11603587173476,85.95026140381754,-93.04655430099018,-22.69242288955352,-2998.9342657653174,-434.9429289754871,20.56280326838467,26.945826524198623,-27.775505971087366,1.0018856065367694,993892.5388292787
4853.0,Company_4853,Automobile,14394.0,709993.0,13427.0,18369.0,60.96,68.0,Walking,45.81,Yes,90.0,Bi-annually,77.62,3331280.0,No,50.0,2.0,0.25,Low,56.00000000000001,7276.0913,1613.8370503400001,719.7,-43.54820050822966,41.73522317183816,-47.607230414924324,42.19113687211289,-1522.2876573853173,-555.1929289754871,1.0828032683846658,11.725826524198617,33.57449402891264,-0.9981143934632306,809875.5388292787
4859.0,Company_4859,Automobile,29387.0,493377.0,40204.0,2833.0,40.12,78.0,Public Transport,39.13,No,85.0,Bi-annually,65.21,3245651.0,Yes,83.0,2.0,0.64,High,98.0,24472.1748,5427.928370639999,1469.35,15.252815872214457,-1.507621620421621,56.8778512250229,-78.07025473576701,2291.803662914682,194.45707102451274,-5.597196731615334,-9.114173475801387,21.164494028912628,-0.9981143934632306,724246.5388292787
4869.0,Company_4869,Automobile,38208.0,839153.0,5224.0,12479.0,22.85,63.0,Public Transport,67.67,No,54.0,Bi-annually,23.96,1456548.0,Yes,79.0,5.0,0.99,High,146.0,1688.9191999999998,374.60227856,1910.4,49.847877933969784,67.51931037392974,-79.61571249628098,-3.4022975106376663,-2761.5224291653176,635.5070710245129,22.942803268384665,-26.384173475801383,-20.085505971087365,2.0018856065367694,-1064856.4611707213
4877.0,Company_4877,Automobile,47768.0,746104.0,10985.0,14811.0,46.03,58.0,Bike,15.44,Yes,78.0,Bi-annually,54.57,1080289.0,No,92.0,4.0,0.81,High,118.0,9288.916,2060.2815688,2388.4,87.34122260128426,48.94402754590698,-57.13602637282666,14.649296543789209,-1075.8431389253174,1113.507071024513,-29.28719673161534,-3.204173475801383,10.524494028912635,1.0018856065367694,-1441115.4611707213
4880.0,Company_4880,Automobile,3963.0,602866.0,49966.0,6333.0,35.67,62.0,Public Transport,70.3,No,49.0,Quarterly,39.58,3977135.0,No,78.0,5.0,0.3,Low,159.0,14839.902000000002,3291.4902636,198.15,-84.4575183141666,20.34956267556635,94.96962278155145,-50.97738201257058,155.36555587468274,-1076.742928975487,25.57280326838466,-13.564173475801383,-4.465505971087367,2.0018856065367694,1455730.5388292787
4894.0,Company_4894,Automobile,34962.0,939776.0,46347.0,24120.0,53.96,83.0,Walking,12.99,Yes,60.0,Quarterly,11.54,1325162.0,No,96.0,2.0,0.91,High,160.0,40326.5247,8944.423178460002,1748.1,37.11739709818497,87.60658357411604,80.84811886195743,86.70859716671364,5808.298470734684,473.20707102451274,-31.737196731615334,4.725826524198617,-32.505505971087366,-0.9981143934632306,-1196242.4611707213
4898.0,Company_4898,Automobile,13081.0,168383.0,41000.0,1469.0,70.64,68.0,Public Transport,66.44,Yes,99.0,Annually,25.6,3627543.0,Yes,62.0,2.0,0.77,High,63.0,13759.6,3051.87928,654.05,-48.69765255301877,-66.38586284182573,59.98387971908116,-88.62873427703556,-84.24542772531731,-620.8429289754872,21.71280326838466,21.405826524198616,-18.445505971087364,-0.9981143934632306,1106138.5388292787
4906.0,Company_4906,Automobile,35160.0,786889.0,10905.0,23645.0,62.94,59.0,Bike,65.27,Yes,96.0,Bi-annually,47.15,1508116.0,No,52.0,4.0,0.58,Medium,54.0,3787.3065,840.0245817,1758.0,37.89393289777998,57.08589806725496,-57.44819004057122,83.03170729713698,-2296.1001260253174,483.10707102451283,20.54280326838466,13.705826524198613,3.104494028912633,1.0018856065367694,-1013288.4611707213
4910.0,Company_4910,Automobile,46797.0,804168.0,29659.0,17176.0,66.96,51.0,Walking,48.1,No,87.0,Bi-annually,12.07,59621.0,Yes,63.0,5.0,0.19,Low,72.0,15393.020999999999,3414.1720577999995,2339.85,83.53305966488651,60.53528830235051,15.730777770444588,32.95633768389193,278.0473500746821,1064.9570710245127,3.372803268384665,17.72582652419861,-31.975505971087365,2.0018856065367694,-2461783.4611707213
4913.0,Company_4913,Automobile,33929.0,210892.0,4514.0,11700.0,57.8,67.0,Walking,57.04,No,84.0,Annually,54.99,89270.0,No,76.0,3.0,0.06,Low,90.0,1939.2144,430.11775392000004,1696.45,33.066076487166576,-57.89983185023614,-82.38616504751384,-9.432396896743384,-2706.0069538053176,421.5570710245129,12.312803268384663,8.565826524198613,10.944494028912636,0.0018856065367693908,-2432134.4611707213
4926.0,Company_4926,Automobile,15662.0,455229.0,4822.0,10683.0,36.94,95.0,Walking,49.74,Yes,30.0,Bi-annually,40.43,2454613.0,No,81.0,4.0,0.19,Low,270.0,2423.5372,537.54055096,783.1,-38.57523387243942,-9.123070355210952,-81.18433492669733,-17.30481162802646,-2598.5841567653174,-491.79292897548714,5.0128032683846655,-12.294173475801387,-3.615505971087366,1.0018856065367694,-66791.46117072133
4932.0,Company_4932,Automobile,19457.0,491740.0,39143.0,19889.0,25.32,42.0,Bike,42.36,Yes,33.0,Bi-annually,53.82,2093670.0,Yes,57.0,2.0,0.69,High,173.0,22562.0252,5004.25718936,972.85,-23.691631046868455,-1.8344143639166963,52.73778058156082,53.95718445475819,1868.1324816346823,-302.04292897548714,-2.367196731615337,-23.914173475801384,9.774494028912635,-0.9981143934632306,-427734.46117072133
4937.0,Company_4937,Automobile,42714.0,658650.0,44587.0,18837.0,29.07,63.0,Public Transport,62.96,Yes,42.0,Annually,71.47,3014148.0,No,56.0,1.0,0.08,Low,133.0,16515.0248,3663.03250064,2135.7,67.51995022172281,31.485669213824924,73.98051817157736,45.81384099624315,526.9077929146824,860.8070710245127,18.232803268384664,-20.164173475801384,27.424494028912633,-1.9981143934632306,492743.53882927867
4938.0,Company_4938,Automobile,5489.0,617751.0,9654.0,22505.0,59.93,91.0,Bike,72.1,Yes,57.0,Annually,27.75,428574.0,Yes,70.0,1.0,0.75,High,123.0,2693.4660000000003,597.4107588,274.45,-78.4727020001162,23.32104098156769,-62.3296493949266,74.207171610153,-2538.7139489253173,-1000.4429289754871,27.372803268384658,10.695826524198615,-16.295505971087366,-1.9981143934632306,-2092830.4611707213
4944.0,Company_4944,Automobile,49952.0,535667.0,39239.0,8505.0,29.63,69.0,Public Transport,57.74,No,36.0,Bi-annually,71.1,4182967.0,Yes,88.0,2.0,0.66,High,244.0,16582.4014,3677.97663052,2497.6,95.90664778469583,6.934690610737046,53.11237698285428,-34.1643192826327,541.8519227946827,1222.7070710245127,13.012803268384666,-19.604173475801385,27.05449402891263,-0.9981143934632306,1661562.5388292787
4947.0,Company_4947,Automobile,36473.0,645520.0,30591.0,24726.0,27.86,75.0,Car,21.25,No,70.0,Quarterly,36.51,1337266.0,Yes,81.0,2.0,0.19,Low,115.99999999999999,24090.4125,5343.2534925,1823.65,43.04338494256909,28.86453987840016,19.367484499668578,91.39953455821565,2207.1287847746826,548.7570710245129,-23.477196731615336,-21.374173475801385,-7.5355059710873675,-0.9981143934632306,-1184138.4611707213
4953.0,Company_4953,Automobile,40096.0,505830.0,9544.0,14342.0,72.79,75.0,Walking,75.08,Yes,38.0,Quarterly,11.59,250822.0,Yes,57.0,5.0,0.58,Medium,150.0,2378.3648000000003,527.52131264,2004.8,57.252421315966615,0.9783588528491021,-62.75887443807535,11.018851598880888,-2608.6033950853175,729.9070710245128,30.352803268384662,23.555826524198622,-32.45550597108736,2.0018856065367694,-2270582.4611707213
